company_name,ticker,company_name_norm
極洋,1301,極洋
ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年１回決算型）,1305,ｉＦｒｅｅＥＴＦ ＴＯＰＩＸ（年１回決算型）
ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,1306,ＮＥＸＴ ＦＵＮＤＳ ＴＯＰＩＸ連動型上場投信
上場インデックスファンドＴＯＰＩＸ,1308,上場インデックスファンドＴＯＰＩＸ
ＮＥＸＴ　ＦＵＮＤＳ　ＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,1309,ＮＥＸＴ ＦＵＮＤＳ ＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信
Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,130A,Ｖｅｒｉｔａｓ Ｉｎ Ｓｉｌｉｃｏ
ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ　Ｃｏｒｅ　３０連動型上場投信,1311,ＮＥＸＴ ＦＵＮＤＳ ＴＯＰＩＸ Ｃｏｒｅ ３０連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　日経３００株価指数連動型上場投信,1319,ＮＥＸＴ ＦＵＮＤＳ 日経３００株価指数連動型上場投信
ＣＣＮグループ,131A,ＣＣＮグループ
ｉＦｒｅｅＥＴＦ　日経２２５（年１回決算型）,1320,ｉＦｒｅｅＥＴＦ 日経２２５（年１回決算型）
ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信,1321,ＮＥＸＴ ＦＵＮＤＳ 日経２２５連動型上場投信
上場インデックスファンド中国Ａ株（パンダ）Ｅ　Ｆｕｎｄ　ＣＳＩ３００,1322,上場インデックスファンド中国Ａ株（パンダ）Ｅ Ｆｕｎｄ ＣＳＩ３００
ＮＥＸＴ　ＦＵＮＤＳ　ブラジル株式指数・ボベスパ連動型上場投信,1325,ＮＥＸＴ ＦＵＮＤＳ ブラジル株式指数・ボベスパ連動型上場投信
ＳＰＤＲゴールド・シェア,1326,ＳＰＤＲゴールド・シェア
ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,1328,ＮＥＸＴ ＦＵＮＤＳ 金価格連動型上場投信
ｉシェアーズ・コア　日経２２５　ＥＴＦ,1329,ｉシェアーズ・コア 日経２２５ ＥＴＦ
アイエヌホールディングス,132A,アイエヌホールディングス
上場インデックスファンド２２５,1330,上場インデックスファンド２２５
ニッスイ,1332,ニッスイ
マルハニチロ,1333,マルハニチロ
グローバルＸ　超短期米国債　ＥＴＦ,133A,グローバルＸ 超短期米国債 ＥＴＦ
ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信,1343,ＮＥＸＴ ＦＵＮＤＳ 東証ＲＥＩＴ 指数連動型上場投信
上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,1345,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型
ＭＡＸＩＳ　日経２２５上場投信,1346,ＭＡＸＩＳ 日経２２５上場投信
ＭＡＸＩＳ　トピックス上場投信,1348,ＭＡＸＩＳ トピックス上場投信
ＡＢＦ汎アジア債券インデックス・ファンド,1349,ＡＢＦ汎アジア債券インデックス・ファンド
アプライズ,134A,アプライズ
ＴＯＰＩＸベア２倍上場投信,1356,ＴＯＰＩＸベア２倍上場投信
ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,1357,ＮＥＸＴ ＦＵＮＤＳ 日経平均ダブルインバース・インデックス連動型上場投信
上場インデックスファンド日経レバレッジ指数,1358,上場インデックスファンド日経レバレッジ指数
ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,135A,ＶＲＡＩＮ Ｓｏｌｕｔｉｏｎ
日経平均ベア２倍上場投信,1360,日経平均ベア２倍上場投信
ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,1364,ｉシェアーズ ＪＰＸ日経４００ ＥＴＦ
ｉＦｒｅｅＥＴＦ　日経平均レバレッジ・インデックス,1365,ｉＦｒｅｅＥＴＦ 日経平均レバレッジ・インデックス
ｉＦｒｅｅＥＴＦ　日経平均ダブルインバース・インデックス,1366,ｉＦｒｅｅＥＴＦ 日経平均ダブルインバース・インデックス
ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸレバレッジ（２倍）指数,1367,ｉＦｒｅｅＥＴＦ ＴＯＰＩＸレバレッジ（２倍）指数
ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸダブルインバース（－２倍）指数,1368,ｉＦｒｅｅＥＴＦ ＴＯＰＩＸダブルインバース（－２倍）指数
Ｏｎｅ　ＥＴＦ　日経２２５,1369,Ｏｎｅ ＥＴＦ 日経２２５
三興商事,136A,三興商事
ユキグニファクトリー,1375,ユキグニファクトリー
カネコ種苗,1376,カネコ種苗
サカタのタネ,1377,サカタのタネ
ホクト,1379,ホクト
Ｃｏｃｏｌｉｖｅ,137A,Ｃｏｃｏｌｉｖｅ
秋川牧園,1380,秋川牧園
アクシーズ,1381,アクシーズ
ホーブ,1382,ホーブ
ベルグアース,1383,ベルグアース
ホクリヨウ,1384,ホクリヨウ
光フードサービス,138A,光フードサービス
ＳＭＤＡＭ　日経２２５上場投信,1397,ＳＭＤＡＭ 日経２２５上場投信
ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,1398,ＳＭＤＡＭ 東証ＲＥＩＴ指数上場投信
上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,1399,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ
東日本地所,139A,東日本地所
エムビーエス,1401,エムビーエス
ウエストホールディングス,1407,ウエストホールディングス
ｉＦｒｅｅＥＴＦ　米国１０年国債先物インバース,140A,ｉＦｒｅｅＥＴＦ 米国１０年国債先物インバース
ショーボンドホールディングス,1414,ショーボンドホールディングス
ミライト・ワン,1417,ミライト・ワン
インターライフホールディングス,1418,インターライフホールディングス
タマホーム,1419,タマホーム
トライアルホールディングス,141A,トライアルホールディングス
サンヨーホームズ,1420,サンヨーホームズ
日本アクア,1429,日本アクア
ジンジブ,142A,ジンジブ
ファーストコーポレーション,1430,ファーストコーポレーション
Ｌｉｂ　Ｗｏｒｋ,1431,Ｌｉｂ Ｗｏｒｋ
動力,1432,動力
ベステラ,1433,ベステラ
ＪＥＳＣＯホールディングス,1434,ＪＥＳＣＯホールディングス
ｒｏｂｏｔ　ｈｏｍｅ,1435,ｒｏｂｏｔ ｈｏｍｅ
グリーンエナジー＆カンパニー,1436,グリーンエナジー＆カンパニー
岐阜造園,1438,岐阜造園
イシン,143A,イシン
技研ホールディングス,1443,技研ホールディングス
ニッソウ,1444,ニッソウ
ひかりホールディングス,1445,ひかりホールディングス
キャンディル,1446,キャンディル
ＳＡＡＦホールディングス,1447,ＳＡＡＦホールディングス
エネルギーパワー,144A,エネルギーパワー
ＴＡＮＡＫＥＮ,1450,ＴＡＮＡＫＥＮ
横浜ライト工業,1452,横浜ライト工業
ｉＦｒｅｅＥＴＦ　日経平均インバース・インデックス,1456,ｉＦｒｅｅＥＴＦ 日経平均インバース・インデックス
ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸインバース（－１倍）指数,1457,ｉＦｒｅｅＥＴＦ ＴＯＰＩＸインバース（－１倍）指数
楽天ＥＴＦ‐日経レバレッジ指数連動型,1458,楽天ＥＴＦ‐日経レバレッジ指数連動型
楽天ＥＴＦ‐日経ダブルインバース指数連動型,1459,楽天ＥＴＦ‐日経ダブルインバース指数連動型
Ｌ　ｉｓ　Ｂ,145A,Ｌ ｉｓ Ｂ
ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００ダブルインバース・インデックス,1466,ｉＦｒｅｅＥＴＦ ＪＰＸ日経４００ダブルインバース・インデックス
ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,1469,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）
コロンビア・ワークス,146A,コロンビア・ワークス
ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,1472,ＮＥＸＴ ＦＵＮＤＳ ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信
Ｏｎｅ　ＥＴＦ　トピックス,1473,Ｏｎｅ ＥＴＦ トピックス
Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,1474,Ｏｎｅ ＥＴＦ ＪＰＸ日経４００
ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,1475,ｉシェアーズ・コア ＴＯＰＩＸ ＥＴＦ
ｉシェアーズ・コア　Ｊリート　ＥＴＦ,1476,ｉシェアーズ・コア Ｊリート ＥＴＦ
ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,1477,ｉシェアーズ ＭＳＣＩ 日本株最小分散 ＥＴＦ
ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,1478,ｉシェアーズ ＭＳＣＩ ジャパン高配当利回り ＥＴＦ
ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株人材設備投資指数,1479,ｉＦｒｅｅＥＴＦ ＭＳＣＩ日本株人材設備投資指数
ソラコム,147A,ソラコム
ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信,1480,ＮＥＸＴ ＦＵＮＤＳ 野村企業価値分配指数連動型上場投信
上場インデックスファンド日本経済貢献株,1481,上場インデックスファンド日本経済貢献株
ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ（為替ヘッジあり）,1482,ｉシェアーズ・コア 米国債７－１０年 ＥＴＦ（為替ヘッジあり）
ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ,1483,ｉシェアーズ ＪＰＸ／Ｓ＆Ｐ設備・人材投資 ＥＴＦ
Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,1484,Ｏｎｅ ＥＴＦ ＪＰＸ／Ｓ＆Ｐ 設備・人材投資指数
ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信,1485,ＭＡＸＩＳ ＪＡＰＡＮ 設備・人材積極投資企業２００上場投信
上場インデックスファンド米国債券（為替ヘッジなし）,1486,上場インデックスファンド米国債券（為替ヘッジなし）
上場インデックスファンド米国債券（為替ヘッジあり）,1487,上場インデックスファンド米国債券（為替ヘッジあり）
ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数,1488,ｉＦｒｅｅＥＴＦ 東証ＲＥＩＴ指数
ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,1489,ＮＥＸＴ ＦＵＮＤＳ 日経平均高配当株５０指数連動型上場投信
ハッチ・ワーク,148A,ハッチ・ワーク
上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,1490,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）
中外鉱業,1491,中外鉱業
Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,1493,Ｏｎｅ ＥＴＦ ＪＰＸ日経中小型
Ｏｎｅ　ＥＴＦ　高配当日本株,1494,Ｏｎｅ ＥＴＦ 高配当日本株
上場インデックスファンドアジアリート,1495,上場インデックスファンドアジアリート
ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,1496,ｉシェアーズ 米ドル建て投資適格社債 ＥＴＦ（為替ヘッジあり）
ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,1497,ｉシェアーズ 米ドル建てハイイールド社債 ＥＴＦ（為替ヘッジあり）
Ｏｎｅ　ＥＴＦ　ＥＳＧ,1498,Ｏｎｅ ＥＴＦ ＥＳＧ
ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,1499,ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信
シンカ,149A,シンカ
ＪＳＨ,150A,ＪＳＨ
住石ホールディングス,1514,住石ホールディングス
日鉄鉱業,1515,日鉄鉱業
三井松島ホールディングス,1518,三井松島ホールディングス
ダイブ,151A,ダイブ
オプティ,152A,オプティ
カウリス,153A,カウリス
純金上場信託（現物国内保管型）,1540,純金上場信託（現物国内保管型）
純プラチナ上場信託（現物国内保管型）,1541,純プラチナ上場信託（現物国内保管型）
純銀上場信託（現物国内保管型）,1542,純銀上場信託（現物国内保管型）
純パラジウム上場信託（現物国内保管型）,1543,純パラジウム上場信託（現物国内保管型）
ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,1545,ＮＥＸＴ ＦＵＮＤＳ ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,1546,ＮＥＸＴ ＦＵＮＤＳ ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信
上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,1547,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）
ＧＡＩＡ,154A,ＧＡＩＡ
ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,1550,ＭＡＸＩＳ 海外株式（ＭＳＣＩコクサイ）上場投信
東証スタンダードＴＯＰ２０ＥＴＦ,1551,東証スタンダードＴＯＰ２０ＥＴＦ
上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,1554,上場インデックスファンド世界株式（ＭＳＣＩ ＡＣＷＩ）除く日本
上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ－ＲＥＩＴ）,1555,上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００ Ａ－ＲＥＩＴ）
ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,1557,ＳＰＤＲ Ｓ＆Ｐ５００ ＥＴＦ
ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,1559,ＮＥＸＴ ＦＵＮＤＳ タイ株式ＳＥＴ５０指数連動型上場投信
情報戦略テクノロジー,155A,情報戦略テクノロジー
ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,1560,ＮＥＸＴ ＦＵＮＤＳ ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信
東証グロース・コアＥＴＦ,1563,東証グロース・コアＥＴＦ
上場インデックスファンド新興国債券,1566,上場インデックスファンド新興国債券
ＴＯＰＩＸブル２倍上場投信,1568,ＴＯＰＩＸブル２倍上場投信
ＴＯＰＩＸベア上場投信,1569,ＴＯＰＩＸベア上場投信
マテリアルグループ,156A,マテリアルグループ
ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,1570,ＮＥＸＴ ＦＵＮＤＳ 日経平均レバレッジ・インデックス連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　日経平均インバース・インデックス連動型上場投信,1571,ＮＥＸＴ ＦＵＮＤＳ 日経平均インバース・インデックス連動型上場投信
中国Ｈ株ブル２倍上場投信,1572,中国Ｈ株ブル２倍上場投信
中国Ｈ株ベア上場投信,1573,中国Ｈ株ベア上場投信
ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,1577,ＮＥＸＴ ＦＵＮＤＳ 野村日本株高配当７０連動型上場投信
上場インデックスファンド日経２２５（ミニ）,1578,上場インデックスファンド日経２２５（ミニ）
日経平均ブル２倍上場投信,1579,日経平均ブル２倍上場投信
グリーンモンスター,157A,グリーンモンスター
日経平均ベア上場投信,1580,日経平均ベア上場投信
ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,1585,ｉＦｒｅｅＥＴＦ ＴＯＰＩＸ Ｅｘ－Ｆｉｎａｎｃｉａｌｓ
上場インデックスファンドＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,1586,上場インデックスファンドＴＯＰＩＸ Ｅｘ－Ｆｉｎａｎｃｉａｌｓ
エクセリ,158A,エクセリ
ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,1591,ＮＥＸＴ ＦＵＮＤＳ ＪＰＸ日経インデックス４００連動型上場投信
上場インデックスファンドＪＰＸ日経インデックス４００,1592,上場インデックスファンドＪＰＸ日経インデックス４００
ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,1593,ＭＡＸＩＳ ＪＰＸ日経インデックス４００上場投信
ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,1595,ＮＺＡＭ 上場投信 東証ＲＥＩＴ指数
ＮＺＡＭ　上場投信　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,1596,ＮＺＡＭ 上場投信 ＴＯＰＩＸ Ｅｘ－Ｆｉｎａｎｃｉａｌｓ
ＭＡＸＩＳ　Ｊリート上場投信,1597,ＭＡＸＩＳ Ｊリート上場投信
ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００,1599,ｉＦｒｅｅＥＴＦ ＪＰＸ日経４００
ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸプライム１５０指数連動型上場投信,159A,ＮＥＸＴ ＦＵＮＤＳ ＪＰＸプライム１５０指数連動型上場投信
ＩＮＰＥＸ,1605,ＩＮＰＥＸ
アズパートナーズ,160A,アズパートナーズ
ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,1615,ＮＥＸＴ ＦＵＮＤＳ 東証銀行業株価指数連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　食品（ＴＯＰＩＸ－１７）上場投信,1617,ＮＥＸＴ ＦＵＮＤＳ 食品（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　エネルギー資源（ＴＯＰＩＸ－１７）上場投信,1618,ＮＥＸＴ ＦＵＮＤＳ エネルギー資源（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　建設・資材（ＴＯＰＩＸ－１７）上場投信,1619,ＮＥＸＴ ＦＵＮＤＳ 建設・資材（ＴＯＰＩＸ－１７）上場投信
三葉,161A,三葉
ＮＥＸＴ　ＦＵＮＤＳ　素材・化学（ＴＯＰＩＸ－１７）上場投信,1620,ＮＥＸＴ ＦＵＮＤＳ 素材・化学（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　医薬品（ＴＯＰＩＸ－１７）上場投信,1621,ＮＥＸＴ ＦＵＮＤＳ 医薬品（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　自動車・輸送機（ＴＯＰＩＸ－１７）上場投信,1622,ＮＥＸＴ ＦＵＮＤＳ 自動車・輸送機（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　鉄鋼・非鉄（ＴＯＰＩＸ－１７）上場投信,1623,ＮＥＸＴ ＦＵＮＤＳ 鉄鋼・非鉄（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　機械（ＴＯＰＩＸ－１７）上場投信,1624,ＮＥＸＴ ＦＵＮＤＳ 機械（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　電機・精密（ＴＯＰＩＸ－１７）上場投信,1625,ＮＥＸＴ ＦＵＮＤＳ 電機・精密（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　情報通信・サービスその他（ＴＯＰＩＸ－１７）上場投信,1626,ＮＥＸＴ ＦＵＮＤＳ 情報通信・サービスその他（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　電力・ガス（ＴＯＰＩＸ－１７）上場投信,1627,ＮＥＸＴ ＦＵＮＤＳ 電力・ガス（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　運輸・物流（ＴＯＰＩＸ－１７）上場投信,1628,ＮＥＸＴ ＦＵＮＤＳ 運輸・物流（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　商社・卸売（ＴＯＰＩＸ－１７）上場投信,1629,ＮＥＸＴ ＦＵＮＤＳ 商社・卸売（ＴＯＰＩＸ－１７）上場投信
ＡＩセレクトメガトレンド　日本株（ネットリターン）ＥＴＮ,162A,ＡＩセレクトメガトレンド 日本株（ネットリターン）ＥＴＮ
ＮＥＸＴ　ＦＵＮＤＳ　小売（ＴＯＰＩＸ－１７）上場投信,1630,ＮＥＸＴ ＦＵＮＤＳ 小売（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　銀行（ＴＯＰＩＸ－１７）上場投信,1631,ＮＥＸＴ ＦＵＮＤＳ 銀行（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　金融（除く銀行）（ＴＯＰＩＸ－１７）上場投信,1632,ＮＥＸＴ ＦＵＮＤＳ 金融（除く銀行）（ＴＯＰＩＸ－１７）上場投信
ＮＥＸＴ　ＦＵＮＤＳ　不動産（ＴＯＰＩＸ－１７）上場投信,1633,ＮＥＸＴ ＦＵＮＤＳ 不動産（ＴＯＰＩＸ－１７）上場投信
半導体フォーカス　日本株（ネットリターン）ＥＴＮ,163A,半導体フォーカス 日本株（ネットリターン）ＥＴＮ
アップルパーク,164A,アップルパーク
ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ高配当４０指数,1651,ｉＦｒｅｅＥＴＦ ＴＯＰＩＸ高配当４０指数
ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）,1652,ｉＦｒｅｅＥＴＦ ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）
ｉＦｒｅｅＥＴＦ　ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数,1653,ｉＦｒｅｅＥＴＦ ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数
ｉＦｒｅｅＥＴＦ　ＦＴＳＥ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ,1654,ｉＦｒｅｅＥＴＦ ＦＴＳＥ Ｂｌｏｓｓｏｍ Ｊａｐａｎ Ｉｎｄｅｘ
ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,1655,ｉシェアーズ Ｓ＆Ｐ ５００ 米国株 ＥＴＦ
ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ,1656,ｉシェアーズ・コア 米国債７－１０年 ＥＴＦ
ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）ＥＴＦ,1657,ｉシェアーズ・コア ＭＳＣＩ 先進国株（除く日本）ＥＴＦ
ｉシェアーズ・コア　ＭＳＣＩ　新興国株　ＥＴＦ,1658,ｉシェアーズ・コア ＭＳＣＩ 新興国株 ＥＴＦ
ｉシェアーズ　米国リート　ＥＴＦ,1659,ｉシェアーズ 米国リート ＥＴＦ
ＭＡＸＩＳ高利回りＪリート上場投信,1660,ＭＡＸＩＳ高利回りＪリート上場投信
石油資源開発,1662,石油資源開発
Ｋ＆Ｏエナジーグループ,1663,Ｋ＆Ｏエナジーグループ
タスキホールディングス,166A,タスキホールディングス
ＷＴＩ原油価格連動型上場投信,1671,ＷＴＩ原油価格連動型上場投信
ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,1672,ＷｉｓｄｏｍＴｒｅｅ 金上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　銀上場投資信託,1673,ＷｉｓｄｏｍＴｒｅｅ 銀上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　白金上場投資信託,1674,ＷｉｓｄｏｍＴｒｅｅ 白金上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　パラジウム上場投資信託,1675,ＷｉｓｄｏｍＴｒｅｅ パラジウム上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　貴金属バスケット上場投資信託,1676,ＷｉｓｄｏｍＴｒｅｅ 貴金属バスケット上場投資信託
上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型,1677,上場インデックスファンド海外債券（ＦＴＳＥ ＷＧＢＩ）毎月分配型
ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０　連動型上場投信,1678,ＮＥＸＴ ＦＵＮＤＳ インド株式指数・Ｎｉｆｔｙ ５０ 連動型上場投信
Ｓｉｍｐｌｅ－Ｘ　ＮＹ　ダウ・ジョーンズ・インデックス上場投信,1679,Ｓｉｍｐｌｅ－Ｘ ＮＹ ダウ・ジョーンズ・インデックス上場投信
リョーサン菱洋ホールディングス,167A,リョーサン菱洋ホールディングス
上場インデックスファンド海外先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）,1680,上場インデックスファンド海外先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）
上場インデックスファンド海外新興国株式（ＭＳＣＩ　エマージング）,1681,上場インデックスファンド海外新興国株式（ＭＳＣＩ エマージング）
ＷｉｓｄｏｍＴｒｅｅ　ブロード上場投資信託,1684,ＷｉｓｄｏｍＴｒｅｅ ブロード上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　エネルギー上場投資信託,1685,ＷｉｓｄｏｍＴｒｅｅ エネルギー上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　産業用金属上場投資信託,1686,ＷｉｓｄｏｍＴｒｅｅ 産業用金属上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　農産物上場投資信託,1687,ＷｉｓｄｏｍＴｒｅｅ 農産物上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　穀物上場投資信託,1688,ＷｉｓｄｏｍＴｒｅｅ 穀物上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,1689,ＷｉｓｄｏｍＴｒｅｅ 天然ガス上場投資信託
イタミアート,168A,イタミアート
ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場投資信託,1690,ＷｉｓｄｏｍＴｒｅｅ ＷＴＩ 原油上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,1691,ＷｉｓｄｏｍＴｒｅｅ ガソリン上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,1692,ＷｉｓｄｏｍＴｒｅｅ アルミニウム上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,1693,ＷｉｓｄｏｍＴｒｅｅ 銅上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,1694,ＷｉｓｄｏｍＴｒｅｅ ニッケル上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,1695,ＷｉｓｄｏｍＴｒｅｅ 小麦上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,1696,ＷｉｓｄｏｍＴｒｅｅ とうもろこし上場投資信託
ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,1697,ＷｉｓｄｏｍＴｒｅｅ 大豆上場投資信託
上場インデックスファンド日本高配当（東証配当フォーカス１００）,1698,上場インデックスファンド日本高配当（東証配当フォーカス１００）
ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,1699,ＮＥＸＴ ＦＵＮＤＳ ＮＯＭＵＲＡ 原油インデックス連動型上場投信
ＳＭＴ　ＥＴＦ日本好配当株アクティブ,170A,ＳＭＴ ＥＴＦ日本好配当株アクティブ
ＳＤＳホールディングス,1711,ＳＤＳホールディングス
