page,block_id,x0,y0,x1,y1,text
1,0,56.692901611328125,69.19123840332031,206.38540649414062,150.77377319335938,"環境
環境
Environment"
1,1,56.692901611328125,169.70892333984375,281.1811828613281,188.90011596679688,"環境マネジメント  
  27"
1,2,56.692901611328125,195.220947265625,281.1810302734375,214.41213989257812,"気候変動対策への貢献  
  33"
1,3,56.692901611328125,220.73291015625,277.8312683105469,239.92410278320312,持続可能な森林経営、森林保全への貢献
1,4,259.7170104980469,239.3459930419922,279.763671875,257.40838623046875,41
1,5,56.692901611328125,264.669921875,281.1809997558594,283.8611145019531,"生物多様性と生息環境の保全  
  48"
1,6,314.0950012207031,169.70892333984375,538.5833129882812,188.90011596679688,"水マネジメント  
  53"
1,7,314.0950012207031,195.220947265625,538.582763671875,214.41213989257812,"環境データ  
  57"
1,8,42.519798278808594,809.0081787109375,302.56597900390625,824.8422241210938,"Marubeni Corporation 
Sustainable Development Report 2024
26"
2,0,52.7256965637207,164.7272186279297,241.38449096679688,173.7209014892578,"方針
目標
体制
取り組み"
2,1,49.6458625793457,89.60687255859375,229.4476318359375,123.74469757080078,"環境
環境マネジメント"
2,2,277.1531982421875,231.96669006347656,317.598388671875,252.1892852783203,方針
2,3,41.9776611328125,291.5623779296875,315.3830871582031,306.1712646484375,丸紅グループ環境方針（2019年1月改訂）
2,4,41.9776611328125,327.7029113769531,82.41262817382812,337.8116455078125,基本理念
2,5,41.9776611328125,351.1298828125,544.3215942382812,358.9962158203125,良き企業市民としての責任を自覚し、人間社会の繁栄と地球環境の保全との調和を図りながら、持続可能な社会の実現に向けて最善を尽くす。
2,6,41.9776611328125,384.9125671386719,82.41262817382812,395.02130126953125,基本方針
2,7,41.9776611328125,408.33953857421875,552.4238891601562,416.20587158203125,丸紅グループのグローバルかつ広範な活動分野に鑑み、環境問題が重要な課題であることを認識し、その環境マネジメントシステムの適用範囲を
2,8,41.9776611328125,423.6635437011719,434.82220458984375,431.5298767089844,丸紅グループの全ての活動、製品及びサービスと定め、地球環境の保全に関する基本方針を以下の通り定める。
