page,block_id,x0,y0,x1,y1,text
1,0,60.23619842529297,163.85818481445312,350.695556640625,304.13958740234375,"DAIHEN REPORT
2025"
2,0,632.1259765625,28.718753814697266,723.7296142578125,41.2266731262207,経営の基本的な考え方
2,1,651.9683837890625,125.59490966796875,1139.673095703125,136.4849395751953,ダイヘングループは、当社を取り巻くステークホルダー（お客様、社員と家族、株主、資材取引先、地域社会）の皆様により多くの幸せを感じていた
2,2,651.8280639648438,138.3480224609375,1139.4932861328125,149.23805236816406,だくこと（『みんなの幸せ同時達成』）を会社の目的とし、各ステークホルダーごとの具体的な目標（『幸せの目標値』）を明確に定め、その実現を目指
2,3,651.5630493164062,151.10113525390625,695.3961181640625,161.9911651611328,しています。
2,4,651.9683837890625,163.854248046875,1140.0487060546875,174.7526397705078,"事業の基本方針である当社独自の価値を持つ「ならでは製品
※2」開発により、社会課題解決に貢献する製品を創出することで社会のサステナビリ"
2,5,651.8203125,176.61572265625,1139.7548828125,187.50575256347656,ティに貢献し、その結果が売上高・利益の増加に結びつきます。そして「幸せの目標値」に沿って利益の分配を充実させることが、企業としてのサステ
2,6,651.8125,189.36883544921875,921.5855102539062,200.2588653564453,ナビリティの基盤であるステークホルダーとの信頼関係の強化につながります。
2,7,651.9683837890625,202.1219482421875,1123.3134765625,213.01197814941406,ダイヘングループで働く全ての社員は会社の目的を理解し、その実現に向けて高く大きな役割を担い、全社一丸となって取り組んでいます。
2,8,651.726318359375,53.259674072265625,1081.98876953125,102.18938446044922,"ダイヘングループは、ステークホルダーへの適切な利益還元を通じて
「みんなの幸せ     同時達成」を目指しています。"
2,9,856.5618896484375,78.08338928222656,865.4513549804688,86.00340270996094,※1
2,10,651.6878051757812,714.8114624023438,1141.6522216796875,783.6875,"※1  みんなの幸せ
 
1985年に経営理念「信頼と創造」を制定した際、当時の社⻑である⼩林啓次郎が、
「私は常々、私たちは何のために働くのかと思いをいたしますが、究極のところ、みんなの幸せの 
ためと考えております。」と社内外に表明した。
※2  ならでは製品
 
社会課題の解決に資する圧倒的価値を持つ当社だけの製品。
※3  10事業部
 
配電システム事業部、大形変圧器事業部、産業電機事業部、ＥＭＳ事業部、充電システム事業部、ＦＡロボット事業部、クリーンロボット事業部、溶接・接合事業部、プラズマシステム 
事業部、プラズマ応用機器事業部"
2,12,981.4771728515625,282.3212585449219,1113.115234375,295.45989990234375,ステークホルダーとの信頼関係
2,13,926.0288696289062,510.1997375488281,1092.031005859375,526.6231079101562,社会のサステナビリティへの貢献
2,14,954.8977661132812,252.63619995117188,1114.0953369140625,269.0596008300781,企業としてのサステナビリティ
2,15,646.4829711914062,510.2516784667969,860.35888671875,535.8575439453125,"「価値ある製品･サービス」で喜んでいただき
                       「世の中のお役に立つ（創業者 小林愛三）」"
2,17,862.017578125,652.0731811523438,1035.1981201171875,655.8473510742188,"□□□□□□□□□□□
□□□□□
□□□□□□□"
2,18,862.0143432617188,659.2540283203125,1038.3809814453125,663.0281982421875,"□□□□□□□□
□□□□□□□□
□□□□□□□□□"
2,19,862.0078125,650.84912109375,1050.2479248046875,670.2090454101562,"□□□□□□□□□□□
□□□□□□
□□□□□
方針管理（3W1H、PDCA）
10事業部 ※3"
2,20,849.0358276367188,565.00439453125,914.5698852539062,574.7459716796875,社会課題解決型開発
2,21,684.0714111328125,597.86767578125,792.240966796875,607.6092529296875,"（II）
「トータル・コストダウン活動」"
2,22,703.4102783203125,581.4102172851562,795.4287109375,591.3330688476562,開発資金投入（売上高の６％）
2,23,684.0709838867188,565.00439453125,758.0452880859375,574.7459716796875,"（I）
「ならでは製品」開発"
2,24,688.7993774414062,305.9897155761719,735.0419921875,318.4031066894531,会社の目的
2,25,690.8682250976562,367.5478210449219,744.3724975585938,378.22296142578125,（1）お　客　様
2,26,690.8311767578125,394.60791015625,744.4866333007812,405.2830505371094,（2）社　　　員
2,27,690.7255859375,421.2848205566406,744.4642333984375,431.9599609375,（3）株　　　主
2,28,690.9240112304688,447.2611999511719,744.3450927734375,457.93634033203125,（4）資材取引先
2,29,691.6699829101562,474.85980224609375,743.8587646484375,485.5349426269531,（5）地 域 社 会
2,30,655.1016235351562,306.92120361328125,747.0581665039062,341.70733642578125,「みんなの幸せ
2,31,700.3947143554688,339.72210693359375,768.9642333984375,357.98712158203125,同時達成」
2,32,913.4077758789062,305.9897155761719,968.9583129882812,318.4031066894531,幸せの目標値
2,33,792.2003173828125,465.1583251953125,799.453857421875,475.25030517578125,●
2,34,792.2003173828125,467.3760070800781,957.439453125,487.5025939941406,"●
地域の子供達の福祉のため営業利益の１％を寄付
環境配慮製品の売上高構成比率80％以上"
2,35,792.2003173828125,363.14361572265625,970.4844360351562,397.4598083496094,"● ３回目の賞与…対前年度増益率に応じて支給
　　　　　　　営業利益　2％以上増益：0.5ヵ月 ～
　　　　　　　　　    　　5％以上増益：2.0ヵ月(上限）"
2,36,792.2003173828125,410.2911071777344,859.3886108398438,424.4065856933594,● 配当性向30％以上
2,37,792.2003173828125,329.5496826171875,796.271240234375,335.2367248535156,●
2,38,792.2003173828125,340.4352722167969,796.271240234375,346.122314453125,●
2,40,796.712890625,327.7545166015625,1059.656494140625,347.881103515625,"｢ならでは製品＜社会課題解決型製品＞｣創出のため売上高の６％を開発費投入
「ならでは製品＜社会課題解決型製品＞」の売上高構成比率40％以上"
2,41,792.2003173828125,435.9532165527344,893.1912841796875,450.0686950683594,● コストダウン成果の50％還元
2,43,951.8585205078125,563.4794921875,1016.1334228515625,573.40234375,"●
 
脱炭素社会の実現"
2,44,951.8585205078125,598.3458251953125,1016.1334228515625,608.2686767578125,"●
 
デジタル化の推進"
2,45,951.8585205078125,580.9131469726562,1016.1334228515625,590.8359985351562,"●
 
労働力不足の解消"
2,46,1045.39990234375,559.1915893554688,1095.85107421875,577.301025390625,"再エネ対応EMS
EV充電システム"
2,47,1045.39990234375,580.9828491210938,1110.61279296875,590.7244262695312,FAロボットシステム
2,48,1045.39990234375,594.0576171875,1110.6143798828125,612.262451171875,"半導体製造
関連機器
etc"
2,50,1126.8565673828125,514.1318969726562,1143.3565673828125,545.8118896484375,利
2,52,1132.3565673828125,541.9620361328125,1143.3565673828125,552.9620361328125,益
2,53,661.467041015625,564.8544311523438,671.033935546875,620.5870971679688,"事
業
の
基
本
方
針"
2,54,1078.5567626953125,401.6759033203125,1095.0567626953125,434.6759033203125,"分
　
配"
2,55,661.802978515625,372.7046203613281,670.6612548828125,466.7373352050781,"（
ス
テ
ー
ク
ホ
ル
ダ
ー
）"
2,56,668.5930786132812,246.2649383544922,808.7803955078125,282.84954833984375,"経営の基本的な考え方
( 2 0 1 2 年4月1日制定)"
2,57,49.60649871826172,34.41883087158203,187.3192138671875,64.54827117919922,CONTENTS
2,58,51.02389907836914,102.58905792236328,174.23782348632812,116.09473419189453,"02 
経営の基本的な考え方"
2,59,51.02389907836914,123.14234161376953,187.47727966308594,136.64801025390625,"03 
ダイヘングループのあゆみ"
2,60,51.02389907836914,143.6956329345703,119.41178894042969,157.2012939453125,"05 
事業紹介"
2,61,51.02389907836914,164.24891662597656,175.83070373535156,177.75457763671875,"07 
財務・非財務ハイライト"
2,62,51.02389907836914,205.31869506835938,88.70343017578125,218.42822265625,価値創造
2,63,51.02389907836914,225.90882873535156,148.21958923339844,239.41448974609375,"09 
トップメッセージ"
2,64,51.02389907836914,246.4621124267578,154.4574432373047,259.9677734375,"11 
価値創造プロセス"
2,65,51.02389907836914,267.015380859375,119.41178894042969,280.52105712890625,"13 
財務情報"
