page,block_id,x0,y0,x1,y1,text
1,0,55.05350112915039,451.56451416015625,85.05349731445312,472.9695129394531,大阪本社
1,1,54.507598876953125,465.62371826171875,184.9619598388672,510.742919921875,"〒-
大阪府大阪市西区新町一丁目番号
TEL  --"
1,2,55.05350112915039,513.2748413085938,85.05349731445312,534.69482421875,東京本社
1,3,54.507598876953125,527.341552734375,227.25149536132812,572.4607543945312,"〒-
東京都千代田区大手町二丁目番号 常盤橋タワー
TEL  --"
1,4,55.05350112915039,574.9926147460938,92.55349731445312,596.41259765625,名古屋支店
1,5,54.507598876953125,589.067138671875,206.62510681152344,632.7598266601562,"〒-
愛知県名古屋市中村区名駅三丁目番号 
大名古屋ビルヂングF"
1,6,55.05350112915039,642.049560546875,170.00830078125,668.3607177734375,https://www.nagase.co.jp/
1,7,597.9431762695312,131.60336303710938,605.3840942382812,215.34323120117188,"社
会
式
株
業
産
瀬
長"
1,8,597.9431762695312,214.13180541992188,605.3840942382812,303.72088623046875,"5
2
0
2
書
告
報
合
統"
2,0,162.34219360351562,265.4061279296875,326.9289245605469,285.39813232421875,P.   インクルーシブな陸上競技大会「NAGASEカップ」
2,1,24.70159912109375,415.4949035644531,148.70098876953125,435.4869079589844,P.   くまもとSDGsミライパークへの出展
2,2,55.851898193359375,630.5936279296875,148.2322998046875,650.5856323242188,P.   東北大学との共創研究所
2,3,180.59609985351562,489.3913879394531,542.7068481445312,682.2911987304688,"P.   CVC投資への取り組み
NAGASE
-"
2,4,1051.87548828125,299.0985107421875,1178.4708251953125,319.09051513671875,P.   フォーミュラE世界選手権への協賛
2,5,908.63623046875,320.0057067871094,1031.6678466796875,339.9977111816406,P.   ナガセダイアグノスティックス設立
2,6,775.9092407226562,815.0596923828125,963.5507202148438,835.0516967773438,P.    第回One NAGASE Europeサステナビリティサミット
2,7,453.0072021484375,486.1902160644531,538.4160766601562,516.1852416992188,"P.　
現像液リサイクル事業の開始"
2,8,846.4338989257812,488.3533020019531,894.0829467773438,535.3513793945312,"P.   
ブラジル農業の
未来を支える
バイオ肥料技術"
2,9,1168.3172607421875,584.0184936523438,1176.273193359375,678.8209228515625,NAGASE Integrated Report 2025
2,10,14.053791046142578,584.0184936523438,22.009790420532227,678.8209228515625,NAGASE Integrated Report 2025
2,11,13.135700225830078,563.4149780273438,1176.70068359375,574.5244750976562,"01
02"
3,0,318.22210693359375,92.83651733398438,549.9467163085938,118.54051971435547,当社では、グループの幅広い事業活動や成長へ向けた経
3,1,318.22210693359375,107.83950805664062,550.0704345703125,133.54351806640625,営ストーリーを、株主・投資家をはじめとするステークホル
3,2,318.0960998535156,122.84249877929688,550.2872314453125,148.5465087890625,ダーの皆様にご理解いただくために統合報告書を発行して
3,3,318.069091796875,137.84548950195312,352.1628723144531,163.54949951171875,います。
3,4,318.22210693359375,152.84848022460938,549.928955078125,178.552490234375,本年度版の制作にあたっては、これまで取り組んできた変
3,5,318.22210693359375,167.85147094726562,549.9508056640625,193.55548095703125,革や、注力事業への投資、その成果を土台に今後一層加速
3,6,317.8981018066406,182.85446166992188,549.92138671875,208.5584716796875,させていくグループのリソースの掛け合わせについて重点的
3,7,318.1321105957031,197.85745239257812,394.7138977050781,223.56146240234375,に説明しています。
3,8,318.22210693359375,212.86044311523438,549.9287719726562,238.564453125,「年かけて培ったNAGASEらしさや強み」、それらを活
3,9,318.22210693359375,227.86343383789062,550.38525390625,253.56744384765625,用した「NAGASEだからこそ創造できる価値」を言語化し、ス
3,10,317.8441162109375,242.86642456054688,550.3646850585938,268.5704345703125,テークホルダーの皆様にわかりやすくお伝えしてコミュニ
3,11,318.078125,257.8694152832031,550.2788696289062,283.57342529296875,ケーションの充実を図ることで、企業価値向上に繋げてまい
3,12,317.6731262207031,272.8724060058594,550.2745361328125,298.576416015625,ります。ご意見やご感想をお聞かせくださいますようお願い
3,13,318.2221374511719,279.9374084472656,955.0575561523438,325.6654052734375,"申し上げます。
 年以上、NAGASE は変わらず"
3,14,724.96142578125,308.33740234375,974.96142578125,354.0653991699219,誠実に正道を歩み、お客様と社会が
3,15,724.96142578125,336.7373962402344,1060.96142578125,382.46539306640625,求める製品とサービスを届け続けてきました。
3,16,724.96142578125,365.13739013671875,944.96142578125,410.8653869628906,積み重ねてきたもの。それは、
3,17,724.96142578125,393.5373840332031,980.96142578125,439.265380859375,パートナーや社会からの信用です。
3,18,724.96142578125,421.9373779296875,1006.96142578125,467.6653747558594,"これからも、
「今」の課題解決に加えて、"
3,19,716.96142578125,450.3373718261719,1044.04931640625,496.06536865234375,「next＝次」の社会や人類の課題解決に対し、
3,20,724.96142578125,478.73736572265625,964.96142578125,524.4653930664062,新たな素材（マテリアル）を通して
3,21,724.96142578125,507.1373596191406,996.96142578125,552.8653564453125,グループをあげて挑戦していきます。
3,22,716.96142578125,535.537353515625,966.96142578125,581.2653198242188,「この地球は、未来からの借り物」
3,23,724.96142578125,563.9373779296875,1043.8255615234375,609.6653442382812,NAGASE は持続可能な未来の社会に対して、
3,24,724.96142578125,592.33740234375,900.96142578125,638.0653686523438,世界中のパートナーと、
3,25,724.96142578125,620.7373046875,996.96142578125,666.46533203125,温もりのある未来を創造し続けます。
3,26,724.5150146484375,103.21942138671875,856.43505859375,131.7394256591797,NAGASEグループの経営理念
3,27,725.18212890625,226.5848388671875,1050.16796875,252.3068389892578,社会の構成員たることを自覚し、誠実に正道を歩む活動により、社会が求める製品と
3,28,724.9751586914062,240.5888671875,1050.469970703125,266.3108825683594,サービスを提供し、会社の発展を通じて、社員の福祉の向上と社会への貢献に努める
3,29,56.72890090942383,107.29470825195312,149.5799102783203,138.6667022705078,NAGASE について
3,30,56.72890090942383,127.27674102783203,156.57489013671875,152.9987335205078,01　NAGASE -
3,31,56.72888946533203,141.7757568359375,95.44689178466797,167.4977569580078,03　目次
3,32,56.72888946533203,156.2747802734375,154.8468780517578,181.9967803955078,04　パーパス・バリュー
3,33,56.72888946533203,170.7738037109375,140.69888305664062,196.4958038330078,05　私たちの現在地
3,34,56.7288818359375,185.2728271484375,142.05789184570312,210.9948272705078,07　NAGASE の歩み
3,35,56.72888946533203,199.7718505859375,163.39688110351562,225.4938507080078,09　培ってきた強み ・資本
3,36,56.72890090942383,225.29470825195312,144.72889709472656,256.6667175292969,価値創造の考え方
3,37,56.72890090942383,245.2767333984375,149.4468994140625,270.9987487792969,13　トップメッセージ
3,38,56.72889709472656,259.7757568359375,141.40989685058594,285.4977722167969,19　CFO メッセージ
3,39,56.72889709472656,274.2747802734375,131.4468994140625,299.9967956542969,23　中期経営計画
3,40,56.72889709472656,288.7738037109375,140.4468994140625,314.4958190917969,27　マテリアリティ
3,41,56.72890090942383,314.2947082519531,220.6584014892578,345.6667175292969,価値創造の実践 　～収益構造の変革～
3,42,56.72890090942383,334.2767028808594,187.4449005126953,359.99871826171875,31　 営業担当取締役メッセージ
3,43,56.72889709472656,348.77569580078125,289.6553039550781,374.4992370605469,"33　 「基盤」
「注力」
「育成」
「改善」 つの領域における取り組み"
3,44,56.72890090942383,363.2767028808594,142.4449005126953,388.99871826171875,43 　セグメント一覧
3,45,56.72889709472656,377.77569580078125,186.80589294433594,403.4977111816406,45　 NAGASE のユニークな機能
