page,block_id,x0,y0,x1,y1,text
1,0,47.338600158691406,216.64767456054688,249.8459014892578,328.0191345214844,"2 0 2 5 年3 月期
2025"
2,0,192.4029998779297,252.9587860107422,261.1935119628906,276.2524108886719,"SOUTH ASIA / 
MIDDLE EAST"
2,1,286.2814025878906,175.7651824951172,336.35784912109375,187.0555877685547,EAST ASIA
2,2,121.73899841308594,155.8419952392578,168.2469940185547,179.13560485839844,"EUROPE /
AFRICA"
2,3,354.8246154785156,175.8708038330078,609.9462890625,195.6004180908203,"JAPAN
AMERICAS"
2,4,284.2221984863281,311.9980163574219,377.59381103515625,335.2916259765625,"SOUTHEAST ASIA / 
OCEANIA"
2,5,669.9213256835938,108.80810546875,792.0088500976562,123.66710662841797,主要な拠点 （2025年3月末時点）
2,6,669.9216918945312,144.18011474609375,741.6296997070312,164.97010803222656,"中国
台湾
韓国"
2,7,674.1732177734375,128.46170043945312,701.627197265625,140.01869201660156,東アジア
2,8,669.3992309570312,257.1286926269531,744.6614379882812,268.419677734375,"インド
UAE"
2,9,674.1732177734375,241.41021728515625,719.8411254882812,252.9672088623047,南アジア・中東
2,10,669.3992919921875,186.44622802734375,710.3982543945312,235.7332000732422,"フィリピン
ベトナム
シンガポール
マレーシア
インドネシア"
2,11,726.6943359375,186.439208984375,778.8099365234375,226.22718811035156,"タイ
ミャンマー
オーストラリア
ニュージーランド"
2,12,674.1732177734375,170.724609375,734.4014282226562,182.28160095214844,東南アジア・大洋州
2,13,669.51123046875,351.2196044921875,754.5963134765625,372.00958251953125,"アメリカ合衆国
メキシコ
ブラジル
チリ"
2,14,674.1732177734375,335.5043029785156,688.4532470703125,347.0613098144531,米州
2,15,669.2452392578125,290.039306640625,695.8102416992188,329.8272705078125,"イギリス
ドイツ
スイス
オランダ"
2,16,726.6942138671875,290.0392761230469,760.0071411132812,329.8272399902344,"ノルウェー
トルコ
南アフリカ
ケニア"
2,17,674.1732177734375,274.3188171386719,718.154296875,285.8758239746094,欧州・アフリカ
2,18,64.02320098876953,511.26788330078125,168.1414794921875,534.5479125976562,"日本初の自動車専用船
「追浜丸」就航
1965"
2,19,64.0000991821289,407.1889953613281,136.91749572753906,419.9729919433594,"大阪商船設立
1884"
2,20,63.970298767089844,443.63201904296875,136.91749572753906,456.416015625,"三井船舶設立
1942"
2,21,63.828399658203125,474.82501220703125,197.3814697265625,498.1050109863281,"大阪商船と三井船舶が合併し、
大阪商船三井船舶発足
1964"
2,22,293.68121337890625,402.0189208984375,409.7700500488281,425.29888916015625,"日本初のメタノール専用船
「甲山丸」就航
1983"
2,23,318.5939025878906,433.1851806640625,425.41064453125,466.961181640625,"ジャパンラインと
山下新日本汽船の合併により、
ナビックスライン発足"
2,24,293.5722961425781,446.6083068847656,308.7912292480469,455.07611083984375,1989
2,25,293.6283874511719,474.8514099121094,405.6106262207031,498.13140869140625,"船員養成学校を
フィリピンのマニラに設立
1993"
2,26,318.6098937988281,506.0177001953125,406.02685546875,539.793701171875,"大阪商船三井船舶と
ナビックスラインが合併。
商船三井発足"
2,27,293.4700012207031,519.44091796875,308.8941955566406,527.90869140625,1999
2,28,523.1516723632812,407.2689208984375,634.2376708984375,420.05291748046875,"ダイビルを連結子会社化
2004"
2,29,524.4188842773438,438.43560791015625,684.61474609375,461.7196044921875,"コンテナ船事業統合会社
Ocean Network Express営業開始
2018"
2,30,544.9896240234375,469.601806640625,660.5753173828125,503.3818054199219,"世界初のウインドチャレンジャー
 
（硬翼帆式風力推進装置）搭載
ばら積み船「松風丸」竣工"
2,31,523.7755126953125,483.0249938964844,540.4464111328125,491.4927978515625,2022
2,32,523.6168823242188,516.5178833007812,596.6485595703125,529.3018798828125,"創業140周年
2024"
2,33,51.02360153198242,373.849609375,152.52650451660156,388.7086181640625,商船三井グループの歴史
2,34,186.4873046875,39.71010971069336,655.4644165039062,114.509033203125,"MOL GROUP’S HISTORY AND
GLOBAL NETWORK"
2,35,873.5706176757812,536.279296875,937.768798828125,544.4501342773438,MOL REPORT 2025
2,36,897.697021484375,510.577392578125,913.6416625976562,528.9244384765625,01
2,37,873.0709228515625,57.72547912597656,918.2460327148438,66.57717895507812,Introduction
2,38,872.94091796875,216.9857940673828,921.1578369140625,227.37278747558594,データセクション
2,39,845.3170776367188,180.12559509277344,935.77001953125,200.0155792236328,"持続的に企業価値を
向上し続けられるか　
04"
2,40,845.7988891601562,149.94769287109375,863.6190185546875,166.88340759277344,03
2,41,873.0709228515625,148.01539611816406,943.7584838867188,167.90538024902344,"戦略遂行のために
いかに人財力を高めるか"
2,42,845.8319091796875,117.83748626708984,863.5860595703125,134.77320861816406,02
2,43,873.0514526367188,115.90509796142578,951.9030151367188,135.7950897216797,"主要３戦略で「ありたい姿」
の実現を目指す"
2,44,846.9880981445312,85.7271957397461,862.4321899414062,102.66292572021484,01
2,45,869.8209228515625,83.7948989868164,953.8906860351562,103.68489074707031,"「BLUE ACTION 2035」
目標実現の確からしさ"
3,0,-8.666600227355957,493.6060485839844,857.4532470703125,629.25341796875,OUR RESPONSE
3,1,345.2486877441406,151.45220947265625,497.5047302246094,177.8682098388672,商船三井のこれから
3,2,309.3540954589844,364.1725769042969,538.3131103515625,382.802734375,海運業を中心に社会インフラ事業を展開し、
3,3,221.20449829101562,384.96258544921875,626.452392578125,403.5927429199219,環境保全を始めとした変化する社会のニーズに技術とサービスの進化で挑み、
3,4,300.5992126464844,405.7525939941406,547.0643310546875,424.38275146484375,全てのステークホルダーに新たな価値を届け、
3,5,251.90420532226562,426.5425720214844,595.0673217773438,445.1727294921875,グローバルに成長する強くしなやかな企業グループを目指します。
3,6,261.781494140625,268.4779968261719,580.2313842773438,310.08319091796875,成長と安定経営を両立させ
3,7,288.6698913574219,306.27801513671875,553.1942138671875,347.8832092285156,真のグローバル企業へ
3,8,873.5706176757812,536.279296875,937.768798828125,544.4501342773438,MOL REPORT 2025
3,9,896.1812744140625,510.577392578125,915.1575317382812,528.9244384765625,02
3,10,873.0709228515625,57.72547912597656,918.2460327148438,66.57717895507812,Introduction
3,11,872.94091796875,216.9857940673828,921.1578369140625,227.37278747558594,データセクション
3,12,845.3170776367188,180.12559509277344,935.77001953125,200.0155792236328,"持続的に企業価値を
向上し続けられるか　
04"
3,13,845.7988891601562,149.94769287109375,863.6190185546875,166.88340759277344,03
3,14,873.0709228515625,148.01539611816406,943.7584838867188,167.90538024902344,"戦略遂行のために
いかに人財力を高めるか"
3,15,845.8319091796875,117.83748626708984,863.5860595703125,134.77320861816406,02
3,16,873.0514526367188,115.90509796142578,951.9030151367188,135.7950897216797,"主要３戦略で「ありたい姿」
の実現を目指す"
3,17,846.9880981445312,85.7271957397461,862.4321899414062,102.66292572021484,01
3,18,869.8209228515625,83.7948989868164,953.8906860351562,103.68489074707031,"「BLUE ACTION 2035」
目標実現の確からしさ"
4,0,37.91899871826172,407.7474060058594,315.9914855957031,474.41839599609375,"「BLUE ACTION 2035」
 目標実現の確からしさ"
4,1,47.54869079589844,196.54159545898438,533.2349243164062,376.35089111328125,"CORPORATE STRATEGY 
PERSPECTIVE
 01"
4,2,368.50390625,412.931396484375,643.7611083984375,427.4483947753906,商船三井グループ経営計画「BLUE ACTION 2035」におけるスター
4,3,367.48187255859375,429.931396484375,643.6188354492188,444.44940185546875,トからの2年間は、当初計画を上回る業績を達成しました。2025年度は
4,4,368.50390625,446.931396484375,643.4667358398438,461.4483947753906,Phase 1（2023～2025年度）の総仕上げとPhase 2（2026～2030
4,5,368.50390625,463.931396484375,643.462890625,478.4483947753906,年度）の設計をしていく重要な1年となります。Phase 1における成果を振
4,6,367.6607666015625,480.931396484375,643.49755859375,495.44940185546875,り返り、2035年の「ありたい姿」の実現に向けて、Phase ２で取り組むべ
4,7,367.98602294921875,497.9324035644531,643.800537109375,512.4494018554688,き課題と道筋を示します。次のステップでは、これまでの成果をもとに
4,8,364.0080261230469,514.931396484375,643.953857421875,529.450439453125,「BLUE ACTION 2035」で掲げる目標達成に向けての確度を高めて
4,9,368.5576171875,531.932373046875,410.3365783691406,546.4494018554688,いきます。
4,10,673.5537719726562,514.8565063476562,791.1952514648438,526.4135131835938,"CFOメッセージ 
 P.2 1"
4,11,673.5537719726562,500.7705993652344,791.1940307617188,512.3275756835938,"経営計画の進捗 
 P. 16"
4,12,54.982200622558594,196.68923950195312,96.31937408447266,209.92762756347656,Agenda
4,13,873.5706176757812,536.279296875,937.768798828125,544.4501342773438,MOL REPORT 2025
4,14,896.1453857421875,510.577392578125,915.193115234375,528.9244384765625,03
4,15,873.0709228515625,57.72547912597656,918.2460327148438,66.57717895507812,Introduction
4,16,872.94091796875,216.9857940673828,921.1578369140625,227.37278747558594,データセクション
4,17,845.3170776367188,180.12559509277344,935.77001953125,200.0155792236328,"持続的に企業価値を
向上し続けられるか　
04"
4,18,845.7988891601562,149.94769287109375,863.6190185546875,166.88340759277344,03
