page,block_id,x0,y0,x1,y1,text
1,0,56.18920135498047,79.20159149169922,421.6102294921875,113.91459655761719,サステナビリティ経営とマテリアリティ
1,1,651.6085815429688,108.00669860839844,1133.88427734375,121.35369873046875,"グループ理念及び大成スピリットに基づき、
「サステナビリティ基本方針」を定めています。私たちは、この方針のもとで事業"
1,2,651.6175537109375,123.00968933105469,789.3013916015625,136.356689453125,を通じて社会に貢献していきます。
1,3,647.4685668945312,277.3777160644531,1134.472412109375,290.7247314453125,「サステナビリティ基本方針」に基づき、マテリアリティを特定しています。その解決に向けた、中長期を見据えた取り組みによ
1,4,651.2485961914062,292.3807067871094,1098.435302734375,305.72772216796875,り、財務・非財務資本の強化やリスクの低減などを図り、企業価値向上とグループ理念の実現につなげていきます。
1,5,669.6917724609375,81.64929962158203,830.2484741210938,103.15480041503906,サステナビリティ基本方針
1,6,669.4487915039062,251.020263671875,912.1381225585938,272.5257568359375,マテリアリティと企業価値向上の関係性
1,7,651.8483276367188,503.0845031738281,830.4076538085938,516.4315185546875,サステナビリティ推進に関して取締役会が
1,8,652.1813354492188,518.0875244140625,831.1651611328125,531.4345092773438,十分に監督し、グループ全体のサステナビリ
1,9,651.8753051757812,533.0905151367188,830.52197265625,546.4375,ティ経営の強化を図るために、取締役会委員
1,10,652.1813354492188,548.093505859375,830.84375,561.4404907226562,会として「サステナビリティ委員会」を設けて
1,11,651.830322265625,563.0964965820312,831.0333251953125,576.4434814453125,います。同委員会は、社外取締役を委員長と
1,12,651.5153198242188,578.0994873046875,830.997314453125,591.4464721679688,し、マテリアリティに関する取り組みのモニタ
1,13,651.3893432617188,593.1024780273438,830.303955078125,606.449462890625,リングなどサステナビリティ関連の重要事項
1,14,651.830322265625,608.1055297851562,819.8064575195312,621.4525146484375,を審議の上、取締役会に報告しています。
1,15,651.7223510742188,623.1085205078125,830.955810546875,636.4555053710938,また、執行サイドにおいては、経営会議のも
